,taxid,count_star()
4852,664691,1
4853,264446,1
4854,92245,2067
4855,229919,552
4856,244734,7905
4857,68170,8237
4858,686309,5591
4859,28108,4894
4860,50338,7209
4861,1479233,1
4862,53413,4332
4863,574349,3626
4864,1141890,3454
4865,1530046,1
4866,298708,2795
4867,319653,2114
4868,221725,15
4869,472158,3
4870,206041,6
4871,1566886,3
4872,64178,8193
4873,657015,3117
4874,137778,1748
4875,351052,3993
4876,114686,6311
4877,392014,1
4878,53558,1362
4879,75659,1
4880,209249,13
4881,147825,1
4882,393278,4047
4883,883812,3564
4884,171692,1
4885,66373,14
4886,2106,1
4887,83565,2
4888,325778,2
4889,1308924,3681
4890,164,5
4891,555372,2
4892,99653,8984
4893,29391,1656
4894,1778590,2822
4895,1290,2641
4896,390241,4844
4897,53378,5895
4898,52696,9239
4899,173861,20
4900,1247510,5320
4901,114685,8
4902,619304,4170
4903,28038,2058
4904,1166073,4295
4905,435289,2864
4906,1977292,3922
4907,86664,4057
4908,1213861,10734
4909,43304,6578
4910,33923,729
4911,228005,4
4912,160799,6634
4913,39691,6753
4914,53345,3031
4915,387096,3794
4916,82983,4375
4917,34087,4542
4918,714307,2570
4919,1027249,3690
4920,263476,4296
4921,328225,2875
4922,501487,3
4923,29448,9617
4924,167964,3110
4925,48003,701
4926,1420916,2692
4927,92490,8
4928,337,5660
4929,64160,1496
4930,931,21
4931,1134435,3723
4932,401472,1837
4933,999894,2157
4934,765888,5981
4935,497735,5188
4936,1121358,2476
4937,471225,3379
4938,1185843,6
4939,58136,4
4940,218140,2122
4941,1032476,9350
4942,485577,2958
4943,1082479,2820
4944,1639882,5723
4945,458033,3053
4946,184748,3981
4947,82979,4968
4948,37922,4
4949,617000,2
4950,400153,3627
4951,394098,3168
4952,1935,6571
4953,52442,2883
4954,390841,3078
4955,527326,4130
4956,482957,8117
4957,288995,3824
4958,1574161,3608
4959,290111,3584
4960,638,4741
4961,424758,2424
4962,150120,3965
4963,1789,10123
4964,470076,6083
4965,264697,4683
4966,148813,2794
4967,171437,5778
4968,28082,3621
4969,475255,4961
4970,78356,5
4971,1720063,2926
4972,446692,3497
4973,478,1937
4974,29497,5206
4975,69666,4239
4976,228601,21
4977,466109,3912
4978,108028,11
4979,643673,3231
4980,173559,3903
4981,1391911,2256
4982,47671,2665
4983,1051531,7329
4984,74426,1812
4985,218538,1974
4986,272131,6573
4987,45657,5012
4988,1813019,1462
4989,161355,7159
4990,651661,5705
4991,198480,2868
4992,96773,3343
4993,150055,1872
4994,29321,1846
4995,33938,3358
4996,37329,5941
4997,40091,1876
4998,1993,9393
4999,350893,3172
5000,32025,1872
5001,187304,6164
5002,1076551,3765
5003,44007,2690
5004,157227,2237
5005,327575,2355
5006,33935,4243
5007,94137,3330
5008,291179,3955
5009,333142,4295
5010,46175,4
5011,29378,2570
5012,1608994,4193
5013,263724,2512
5014,335973,3624
5015,1337876,2
5016,647720,4080
5017,1306852,5639
5018,114404,4215
5019,66904,6093
5020,356147,5974
5021,40269,3513
5022,390269,3577
5023,308111,4267
5024,28026,2146
5025,2371,2007
5026,1445,3743
5027,121290,3495
5028,270249,10
5029,60961,4865
5030,803,1313
5031,1276936,2581
5032,67342,6
5033,33034,1634
5034,109472,1892
5035,478744,4889
5036,933063,2737
5037,736,2024
5038,453584,4171
5039,47678,4410
5040,1912599,6106
5041,1535768,7136
5042,103734,7915
5043,310769,2009
5044,63740,3371
5045,200415,1477
5046,1267768,2947
5047,459658,4
5048,90241,1751
5049,285679,6991
5050,475795,2860
5051,110101,4
5052,993070,3738
5053,1178537,3687
5054,881260,4262
5055,1833,6789
5056,458208,686
5057,331679,1784
5058,2714,57
5059,295419,3244
5060,675864,4049
5061,472186,10
5062,109790,1662
5063,2426,4249
5064,305793,2653
5065,152573,3615
5066,192812,2713
5067,1007099,4331
5068,397260,6101
5069,47872,5905
5070,290109,4223
5071,429133,4717
5072,33033,1418
5073,1243014,4624
5074,158,2753
5075,1822,5
5076,574376,4374
5077,68231,6937
5078,421058,4261
5079,76021,7998
5080,1211806,3342
5081,1296539,2
5082,54062,2066
5083,105612,1505
5084,1434256,5
5085,59843,6112
5086,53417,2301
5087,33050,4440
5088,39694,5652
5089,56698,1
5090,563,3870
5091,13725,22
5092,1462919,3331
5093,640635,3206
5094,206403,2081
5095,45658,4583
5096,662880,5569
5097,336566,2887
5098,102862,4909
5099,1470178,4458
5100,1122941,3311
5101,89584,3696
5102,76760,6205
5103,433663,4649
5104,43666,8
5105,264027,3514
5106,280093,3250
5107,38307,3391
5108,245294,4
5109,1812101,6
5110,42448,1
5111,69220,4304
5112,531312,2812
5113,133552,99
5114,634771,6844
5115,447567,3372
5116,1632,2038
5117,558271,8
5118,332174,2
5119,203534,1
5120,66894,20
5121,179095,3233
5122,285351,2643
5123,151894,4707
5124,85688,8308
5125,67320,28
5126,84698,3915
5127,137266,2
5128,679260,1
5129,252597,5
5130,374426,1
5131,766498,3
5132,67301,1
5133,406549,2
5134,680118,1556
5135,71997,1781
5136,390883,2947
5137,106592,5422
5138,511,3887
5139,523,7
5140,99675,2793
5141,129338,3835
5142,69962,3862
5143,1708,3760
5144,29364,3018
5145,117606,24
5146,650,4315
5147,1548,5321
5148,303241,1945
5149,266123,1
5150,870482,3126
5151,2757,2423
5152,84096,4654
5153,141349,6333
5154,882440,8474
5155,112331,3419
5156,991,4666
5157,450799,5
5158,400055,2844
5159,88382,5698
5160,911092,2674
5161,1000566,5211
5162,391920,2
5163,240840,7828
5164,558152,3502
5165,1249101,4849
5166,886,3
5167,306541,3011
5168,1004,6697
5169,359159,2
5170,1391654,11481
5171,106411,2
5172,543527,8276
5173,419474,14
5174,1471400,2154
5175,442714,3363
5176,633807,2060
5177,1242689,3589
5178,376730,3353
5179,257275,10
5180,156994,4019
5181,37330,7577
5182,160396,3594
5183,28094,5785
5184,2120,836
5185,1486859,3660
5186,648752,10013
5187,481139,26
5188,29447,3190
5189,571932,4309
5190,1596,2244
5191,574930,5316
5192,358687,3465
5193,226506,3549
5194,29519,1346
5195,1437059,3747
5196,291403,4229
5197,187979,2093
5198,394096,8967
5199,101571,7135
5200,54913,5604
5201,643568,4384
5202,1430331,3244
5203,456330,2707
5204,290052,3375
5205,105422,10
5206,977794,5805
5207,990373,4650
5208,287986,8294
5209,51101,4821
5210,217204,6762
5211,560556,8104
5212,453224,4
5213,1155722,3740
5214,437,3270
5215,1750,3001
5216,106654,3792
5217,68243,6853
5218,442866,1
5219,141693,4612
5220,1364,2361
5221,171286,5
5222,1312184,14
5223,933949,1680
5224,293552,4598
5225,1074,4412
5226,114882,1
5227,285258,2640
5228,360184,3798
5229,228958,3939
5230,156979,1782
5231,59561,1762
5232,86332,1546
5233,1035707,7034
5234,525917,10070
5235,1552123,3104
5236,397865,2487
5237,98671,1446
5238,404941,4951
5239,146786,2451
5240,233316,3989
5241,351673,3425
5242,1470176,5520
5243,342944,3379
5244,1502943,2124
5245,169176,4005
5246,381665,4507
5247,269660,5822
5248,198092,5011
5249,236068,7203
5250,56812,3990
5251,112903,4126
5252,484088,6043
5253,370769,10
5254,1175445,3071
5255,2221,2912
5256,1277351,3519
5257,710190,1
5258,1771,5022
5259,33018,3497
5260,31966,23
5261,549687,5301
5262,1366,2346
5263,29428,5083
5264,670291,7161
5265,89067,5
5266,285091,4388
5267,216945,1006
5268,1653476,1771
5269,871327,3041
5270,871962,3
5271,258224,2160
5272,753,2128
5273,28188,2394
5274,365340,2892
5275,1138189,23
5276,54294,2141
5277,320787,4733
5278,1207057,2855
5279,67294,8184
5280,292800,3567
5281,336261,1853
5282,110936,3733
5283,218284,4104
5284,1873484,3457
5285,483011,3305
5286,67258,6473
5287,425512,5673
5288,1352,3794
5289,65505,10485
5290,647381,5
5291,63561,3973
5292,396014,3605
5293,665914,3935
5294,1915,8567
5295,96344,6893
5296,184064,1797
5297,1912,10001
5298,204,2478
5299,265426,3684
5300,240521,4730
5301,1749,2761
5302,813,895
5303,45393,6
5304,1698,6
5305,28252,31
5306,1363,1938
5307,1672,9
5308,369399,5
5309,156456,2148
5310,58352,48
5311,1517695,1
5312,68204,6555
5313,56774,1765
5314,1189126,6148
5315,551989,4859
5316,344998,4205
5317,324855,3
5318,384638,3243
5319,60921,1
5320,561173,2
5321,81943,65
5322,252246,2912
5323,517424,2921
5324,240303,4226
5325,369932,8604
5326,466,3191
5327,396323,2927
5328,1631477,3790
5329,114695,12
5330,243690,2
5331,1513468,10
5332,587534,1
5333,1951,6990
5334,86173,5
5335,402734,2826
5336,369333,1
5337,67275,5
5338,76022,5941
5339,161360,3459
5340,180282,6268
5341,195801,7
5342,36832,2
5343,329,5243
5344,1710,4102
5345,196015,1
5346,749,2057
5347,48,9769
5348,152475,3
5349,285665,6251
5350,91823,5
5351,1633,1870
5352,84292,2721
5353,1646340,5
5354,492809,1
5355,182900,1
5356,76980,1
5357,84599,1599
5358,301302,3451
5359,1414643,3650
5360,1214077,3822
5361,28258,3477
5362,995,4304
5363,155197,3277
5364,1523160,3335
5365,152682,3680
5366,651663,3927
5367,33987,3136
5368,748831,5783
5369,1198245,6031
5370,76594,4194
5371,655015,4267
5372,195913,3957
5373,1923,35
5374,547163,5620
5375,200989,3323
5376,94625,4249
5377,481720,2310
5378,66428,8311
5379,61596,15
5380,1166257,4175
5381,128785,3639
5382,223527,3883
5383,211502,1715
5384,59893,5573
5385,1867,7203
5386,1393034,1442
5387,43656,5332
5388,56448,4493
5389,47920,4890
5390,487175,2750
5391,995050,3177
5392,1917180,4175
5393,74312,3280
5394,225084,2015
5395,1069221,2
5396,684063,6645
5397,1787,5430
5398,42235,8251
5399,266762,1433
5400,643214,2368
5401,1280847,3892
5402,1036182,10240
5403,362418,4494
5404,332524,2725
5405,46503,4351
5406,633194,4153
5407,1333651,2032
5408,45075,2916
5409,1128911,5330
5410,104269,12
5411,146923,7418
5412,135083,2020
5413,268407,4821
5414,373,5353
5415,508451,2113
5416,85402,2078
5417,1607,2964
5418,1076937,2498
5419,35752,9412
5420,1027633,2607
5421,68182,7069
5422,191579,4016
5423,103838,10268
5424,271432,3593
5425,35817,1725
5426,857417,3139
5427,257758,2244
5428,1275,3744
5429,37931,3988
5430,1816182,6864
5431,68909,3006
5432,131109,2433
5433,93683,4304
5434,757,2309
5435,300,5238
5436,158823,4494
5437,1711,3673
5438,29433,2209
5439,114699,8985
5440,68254,9269
5441,80878,3750
5442,227605,4853
5443,28085,3471
5444,36823,4587
5445,285,5539
5446,53463,3193
5447,477680,6193
5448,735517,4539
5449,227,3928
5450,155892,3720
5451,214856,3055
5452,1903,8659
5453,265719,3593
5454,147577,11
5455,53409,5920
5456,663949,2
5457,474960,2929
5458,1335616,1826
5459,293371,1735
5460,687525,4478
5461,74386,3224
5462,529704,3427
5463,556529,6
5464,421115,3053
5465,169292,2528
5466,996115,3836
5467,53419,6
5468,53372,4147
5469,1930,8700
5470,568844,7691
5471,310354,8368
5472,438,3602
5473,319709,5
5474,371036,4150
5475,146018,5996
5476,106147,2033
5477,1333,2261
5478,1712031,14
5479,758803,6204
5480,123824,1971
5481,13076,2029
5482,43660,3
5483,354351,4256
5484,1216932,3269
5485,386300,2738
5486,493781,3956
5487,170861,3201
5488,416585,3454
5489,1036679,3728
5490,1175444,2448
5491,66851,1993
5492,38025,1
5493,993414,3108
5494,1581,2374
5495,393003,6304
5496,332522,3014
5497,876478,2181
5498,199592,3358
5499,29344,1775
5500,171695,2184
5501,490571,6
5502,291985,3010
5503,171865,3370
5504,1155689,2311
5505,186761,4446
5506,83556,1013
5507,33902,29
5508,190197,5
5509,163361,8331
5510,1872678,3987
5511,33977,3117
5512,137733,1916
5513,380,6273
5514,683354,4867
5515,191610,1533
5516,570519,3507
5517,1677,16
5518,324617,49
5519,43263,4528
5520,1330700,1440
5521,1487935,4233
5522,310353,8350
5523,69362,2810
5524,328412,7
5525,931535,3847
5526,797291,3523
5527,266951,2
5528,134536,6073
5529,1706046,3698
5530,216931,1136
5531,1972,40
5532,249351,3151
5533,120213,3779
5534,1230533,3672
5535,287487,3830
5536,1639,2844
5537,29384,2447
5538,1590,3087
5539,31998,6388
5540,131568,4674
5541,1904,31
5542,1328770,20
5543,102148,2034
5544,645617,4251
5545,382641,2802
5546,425941,5
5547,631455,2170
5548,64323,5
5549,70348,3600
5550,135517,5
5551,574560,5113
5552,587753,6536
5553,53336,4024
5554,2163,11
5555,69527,3844
5556,58343,9824
5557,2226,2203
5558,2205,1
5559,426704,1852
5560,132608,1
5561,673548,1
5562,1114880,10
5563,166793,6590
5564,53432,7810
5565,940616,1
5566,392016,1
5567,52689,3495
5568,321985,6012
5569,93220,4851
5570,398843,4877
5571,568392,1
5572,56636,1700
5573,1045776,10965
5574,84022,3835
5575,371720,15
5576,595671,3603
5577,1549888,6
5578,500610,4332
5579,1173995,2926
5580,573564,2
5581,92647,7739
5582,39100,1
5583,1190508,2191
5584,334424,4422
5585,102170,2
5586,412437,1
5587,239984,1
5588,29396,3057
5589,102886,11
5590,33939,1
5591,258,4471
5592,454006,3591
5593,248906,4177
5594,199136,6
5595,96101,1
5596,68258,27
5597,333728,5
5598,105973,2
5599,600331,3
5600,223390,1
5601,493461,1
5602,419475,5644
5603,1560005,3731
5604,237656,5795
5605,68233,7733
5606,304,5252
5607,705336,9026
5608,381306,2692
5609,941986,7406
5610,1620,1721
5611,285572,2
5612,464322,5
5613,313439,1899
5614,285106,4
5615,273678,3663
5616,820,3957
5617,1432564,3066
5618,1123043,5173
5619,187452,1877
5620,485,2106
5621,146474,2561
5622,68212,13
5623,243701,4
5624,39688,5442
5625,89184,4269
5626,831,3769
5627,1380763,2764
5628,337895,5933
5629,445961,4064
5630,54291,5893
5631,1118202,2166
5632,361581,3126
5633,379347,4488
5634,1494964,3176
5635,1874,4638
5636,1742687,3944
5637,71451,4453
5638,29345,3656
5639,363867,3891
5640,1721,2630
5641,230091,6179
5642,85925,2672
5643,1246530,2604
5644,1173584,3295
5645,860,2624
5646,315405,2316
5647,762836,5343
5648,472583,2029
5649,424902,3686
5650,640108,1
5651,157692,2374
5652,414996,4395
5653,43992,7660
5654,141389,3282
5655,339866,3054
5656,1348853,4270
5657,930118,2913
5658,158822,4293
5659,47871,6164
5660,67267,9243
5661,546364,8441
5662,1443941,2887
5663,28136,2483
5664,1048394,3422
5665,104336,3324
5666,554344,5113
5667,1919,8742
5668,604330,1943
5669,703340,3257
5670,411153,3554
5671,89969,4905
5672,215580,3542
5673,79604,1932
5674,1517,2583
5675,259063,5667
5676,1031541,4801
5677,561720,2559
5678,380393,2184
5679,399736,3218
5680,310781,6769
5681,393662,3868
5682,1354,2824
5683,173362,3225
5684,1302,2157
5685,33052,3398
5686,686624,2895
5687,492735,3257
5688,29539,2060
5689,388746,4123
5690,445960,4499
5691,649,73
5692,116188,8056
5693,408657,5986
5694,1543852,1
5695,104205,5083
5696,150033,2411
5697,1837,6657
5698,1411118,6919
5699,257274,5972
5700,1650,2863
5701,146476,2688
5702,446787,6317
5703,1027,8248
5704,29483,3820
5705,483547,2987
5706,67351,24
5707,99907,2661
5708,1449,2384
5709,1265740,4073
5710,175696,2310
5711,1258,1993
5712,73044,5663
5713,35745,3769
5714,38027,4297
5715,619731,4009
5716,2287,2937
5717,62320,5113
5718,53522,8
5719,113564,8738
5720,28151,5073
5721,281361,6
5722,37625,3339
5723,686389,4068
5724,1245591,4633
5725,1220495,4430
5726,46353,2838
5727,171289,686
5728,493375,2872
5729,1450,4102
5730,1397668,6019
5731,1460882,7213
5732,1305674,4775
5733,565072,9455
5734,1537524,2795
5735,678932,2446
5736,2024,2767
5737,285729,2167
5738,40214,3660
5739,80852,3901
5740,696762,4128
5741,50340,6316
5742,58621,2874
5743,337701,4424
5744,1642299,7143
5745,291193,4296
5746,456327,4628
5747,68197,33
5748,47761,7
5749,59839,6
5750,1472723,5228
5751,488731,3429
5752,155617,3339
5753,94627,4940
5754,930130,3727
5755,53412,5795
5756,683228,5740
5757,79660,7
5758,288,402
5759,84,16
5760,66854,76
5761,402883,9
5762,1776384,3841
5763,417292,7387
5764,77777,4571
5765,76123,2300
5766,254357,4698
5767,53360,2
5768,52695,8372
5769,426702,2418
5770,86666,3221
5771,372463,4512
5772,392711,2
5773,2171,2
5774,292734,1
5775,103232,9368
5776,487184,3245
5777,33030,2269
5778,53332,5
5779,66835,5
5780,295428,2498
5781,387659,2963
5782,343510,2290
5783,187982,4
5784,1657,1723
5785,150831,4355
5786,227316,6064
5787,995038,3288
5788,2285,2222
5789,56457,4330
5790,168480,4444
5791,1247514,1
5792,310575,4504
5793,386460,1
5794,1377,1929
5795,474951,1
5796,1353941,3
5797,43305,3799
5798,1465490,4249
5799,53501,3764
5800,986711,1
5801,102226,2
5802,660064,1424
5803,38023,1
5804,909287,2
5805,752553,1
5806,767694,1
5807,1073081,1
5808,45243,2225
5809,161482,6
5810,863227,5982
5811,139021,3695
5812,417373,1490
5813,261964,2630
5814,37915,3079
5815,170674,11
5816,621,4143
5817,200452,4798
5818,157687,2361
5819,196180,2991
5820,150026,4350
5821,36813,5362
5822,47879,4830
5823,191770,2646
5824,64970,1
5825,632,3909
5826,84725,9362
5827,13276,2313
5828,67283,6713
5829,419476,3940
5830,203699,4334
5831,1053,2406
5832,432296,3
5833,150172,6
5834,96228,3147
5835,139,1291
5836,53972,11
5837,263378,5583
5838,1124761,8743
5839,435910,4200
5840,371142,5549
5841,471,3784
5842,120107,3852
5843,1702221,2740
5844,1109740,3391
5845,28113,2705
5846,284028,6251
5847,1457234,4048
5848,116089,1327
5849,360422,4934
5850,424488,3446
5851,1035,4067
5852,561088,3495
5853,66376,8999
5854,326523,2328
5855,1017270,4409
5856,76728,5132
5857,264574,3
5858,210,1554
5859,405,2609
5860,382514,5353
5861,115555,5488
5862,670052,3950
5863,351674,3952
5864,56779,2986
5865,386490,3230
5866,86040,86
5867,419015,1649
5868,67277,12
5869,1600,1612
5870,47853,6936
5871,335975,3600
5872,571,6428
5873,81569,4693
5874,238991,1560
5875,89772,4115
5876,1540520,8400
5877,1835254,2057
5878,311334,3464
5879,56459,4107
5880,486,2707
5881,426756,2960
5882,1520,5992
5883,68895,7643
5884,990268,6793
5885,214888,866
5886,1181886,5725
5887,57040,3654
5888,68246,7
5889,415229,3147
5890,714109,7880
5891,1610489,2487
5892,1889,7568
5893,1584,1976
5894,103733,8856
5895,169435,3729
5896,1473598,7446
5897,162496,2880
5898,90732,4225
5899,33887,3120
5900,329406,5231
5901,184924,4756
5902,156648,8
5903,1450649,3
5904,200253,4445
5905,38875,4898
5906,196588,1
5907,143361,1616
5908,28898,1833
5909,640938,2849
5910,512402,4478
5911,568818,2
5912,1630135,2111
5913,1236046,2767
5914,343512,2698
5915,180400,4
5916,2118,628
5917,936338,8621
5918,455343,2319
5919,466107,2355
5920,796942,1597
5921,46181,5
5922,258591,4705
5923,71237,2520
5924,766224,5550
5925,39496,2182
5926,322596,2808
5927,351676,3529
5928,1329,2305
5929,155077,3711
5930,1533,2521
5931,218936,3535
5932,46159,7619
5933,248551,15
5934,413497,4341
5935,199591,2715
5936,287478,4329
5937,247480,3723
5938,84110,2750
5939,55207,4016
5940,179628,2406
5941,59277,2320
5942,2309,1602
5943,119434,3234
5944,52001,1
5945,1773489,2811
5946,29466,2028
5947,320799,4907
5948,43670,3560
5949,326522,2060
5950,556533,5186
5951,249409,1
5952,17,1125
5953,46190,2
5954,742054,6216
5955,104,4983
5956,379684,7
5957,88364,3
5958,580166,3560
5959,195088,3959
5960,649008,1
5961,53399,3452
5962,68194,1
5963,728004,4512
5964,84024,3202
5965,409322,2775
5966,224438,8
5967,376490,2903
5968,66369,7
5969,529,4757
5970,28115,1843
5971,147248,2997
5972,576944,2867
5973,144185,4862
5974,28446,2909
5975,77298,6612
5976,419479,6919
5977,164400,4836
5978,1004304,2813
5979,351679,4310
5980,129817,5426
5981,114,6809
5982,155974,6615
5983,53367,8328
5984,223958,3047
5985,648894,2
5986,344881,4
5987,1135990,4166
5988,93221,5021
5989,1715720,4471
5990,561061,3765
5991,553088,102
5992,59505,1726
5993,1397,4949
5994,560555,5541
5995,442526,2
5996,45495,1
5997,418699,3981
5998,85085,4587
5999,69499,1890
6000,229204,3590
6001,1920,21
6002,1176239,3909
6003,260714,1441
6004,1765737,2522
6005,661398,2857
6006,375541,3218
6007,589330,8351
6008,237018,4362
6009,266809,3579
6010,249188,2032
6011,115781,2330
6012,1732567,3
6013,158852,4729
6014,81476,11
6015,227866,3940
6016,104663,6850
6017,588122,6
6018,88233,2921
6019,572010,1842
6020,159292,2832
6021,190148,13
6022,897,3844
6023,413812,4417
6024,2377,4716
6025,118246,2764
6026,2303,1482
6027,267368,3246
6028,362257,7339
6029,329524,5
6030,299618,1
6031,182403,2
6032,2297,2
6033,1262550,2893
6034,78580,3
6035,29558,1
6036,192814,3800
6037,135826,3533
6038,1389922,5826
6039,110163,2
6040,480814,3660
6041,1485586,5269
6042,530584,6551
6043,35811,3021
6044,46162,1
6045,57000,1
6046,70582,1
6047,351659,2745
6048,29573,3240
6049,38282,1
6050,871959,3
6051,135193,1
6052,1082276,5259
6053,754436,4349
6054,47989,2
6055,74319,3851
6056,68270,9211
6057,633440,10809
6058,42808,1
6059,104099,2680
6060,29562,674
6061,237446,1878
6062,418184,1
6063,61305,3
6064,1490051,1
6065,392018,3
6066,490098,1
6067,498367,1
6068,1110545,1
6069,487,2586
6070,266892,3532
6071,351671,3749
6072,86189,12
6073,235987,6695
6074,587909,5663
6075,663609,5694
6076,406548,7743
6077,390919,7365
6078,1454,4207
6079,42236,8883
6080,433664,4442
6081,155177,8
6082,48465,4853
6083,1547,3166
6084,47715,3249
6085,55518,4155
6086,85701,1962
6087,43759,15
6088,47864,5534
6089,46188,5912
6090,245385,7
6091,392015,3795
6092,981385,2006
6093,1123067,4946
6094,68276,7
6095,683042,2199
6096,38986,1433
6097,47848,4
6098,1010610,4699
6099,259059,2407
6100,1812261,1783
6101,662367,7570
6102,1631,1446
6103,333708,3594
6104,83560,915
6105,311180,5729
6106,283786,2859
6107,67296,6390
6108,528187,1
6109,1714016,3405
6110,558537,6503
6111,94868,4081
6112,1612149,4308
6113,486698,5166
6114,136094,1592
6115,517011,3376
6116,766136,2879
6117,158500,6068
6118,641665,3563
6119,147206,2527
6120,88376,3727
6121,76729,6
6122,81409,2753
6123,333368,4616
6124,28109,3786
6125,569860,3170
6126,136100,3804
6127,172827,2795
6128,1158459,4534
6129,761804,5764
6130,104087,6481
6131,128574,127
6132,68186,9
6133,459526,4599
6134,1196095,2312
6135,442709,2501
6136,265959,3405
6137,221027,2506
6138,131112,1677
6139,84595,5097
6140,1461,3267
6141,70611,2902
6142,1337,2417
6143,1208308,4696
6144,996641,7393
6145,280147,15
6146,68185,8054
6147,512762,4147
6148,287,5564
6149,758825,5817
6150,722,2258
6151,619741,8068
6152,250,5178
6153,1526,2701
6154,53429,6506
6155,943816,5156
6156,237019,4338
6157,396013,4205
6158,986,5016
6159,442870,6545
6160,544580,2624
6161,402171,4122
6162,370526,5700
6163,53343,3827
6164,1168035,4103
6165,1101402,2535
6166,349313,6517
6167,774,1255
6168,1613,1789
6169,684552,2592
6170,441119,4454
6171,1510569,6
6172,1420851,3608
6173,433659,4069
6174,119863,4
6175,254786,8
6176,487172,8304
6177,79880,4082
6178,324833,7083
6179,60552,7409
6180,414778,3267
6181,446684,4866
6182,300019,3006
6183,209639,3620
6184,386305,7
6185,67855,2190
6186,881,3518
6187,47874,5974
6188,293647,52
6189,1477437,5134
6190,1553,4034
6191,56455,3951
6192,1073423,2071
6193,1292,2623
6194,68239,10377
6195,54736,6192
6196,2094,1042
6197,45073,2989
6198,216929,5550
6199,315423,3664
6200,28139,2358
6201,191564,2975
6202,576131,3261
6203,588602,4197
6204,460060,29
6205,768535,3487
6206,1206817,6
6207,682550,4
6208,575178,3503
6209,47763,6848
6210,114692,10
6211,388950,4073
6212,1355015,6158
6213,651561,4443
6214,1262400,1
6215,2252,3848
6216,79601,2365
6217,111955,2805
6218,45254,3764
6219,1462526,4389
6220,459515,1
6221,220378,6148
6222,153026,2
6223,392828,8099
6224,688867,5828
6225,42471,9
6226,53443,3869
6227,194196,2283
6228,77635,2259
6229,86176,5034
6230,225971,2858
6231,128802,1
6232,390879,2
6233,386913,4336
6234,89065,6591
6235,42234,7941
6236,135735,5451
6237,376427,3869
6238,1786,5708
6239,1288495,3617
6240,114700,9
6241,116718,6447
6242,1464011,1
6243,67310,12
6244,35806,4479
6245,34085,2187
6246,652943,5
6247,273376,1819
6248,1150112,2674
6249,1184706,1
6250,254246,2370
6251,282685,5
6252,748857,6509
6253,854,1
6254,515949,2074
6255,1176177,5204
6256,266,5019
6257,1497,3990
6258,1155944,3423
6259,2097,483
6260,1947,21
6261,1513271,3470
6262,332582,6
6263,202956,2762
6264,442954,3813
6265,754476,3076
6266,768528,11
6267,545502,3470
6268,200378,8015
6269,307643,3484
6270,264463,4544
6271,409316,3014
6272,1096779,3436
6273,454155,3442
6274,56426,1307
6275,167481,2151
6276,256326,1
6277,225999,740
6278,1288410,11
6279,1538463,4892
6280,113562,9207
6281,393481,4186
6282,46429,4062
6283,468056,3488
6284,63686,2
6285,333725,5
6286,47500,5649
6287,86185,4875
6288,311235,5
6289,69473,4
6290,1424659,3885
6291,231025,1
6292,209246,8
6293,263849,8
6294,83450,5
6295,200596,2
6296,53245,5
6297,1249630,1
6298,365616,1
6299,1264899,4405
6300,116090,2469
6301,1162967,3263
6302,595605,4027
6303,372655,2
6304,722689,8792
6305,398773,1
6306,373391,3
6307,439220,1
6308,28202,2
6309,1244108,3828
6310,284041,5
6311,324852,6
6312,105851,1
6313,86957,4
6314,169430,10393
6315,80866,5968
6316,37916,7124
6317,560405,5838
6318,683260,7903
6319,71388,3540
6320,29329,2318
6321,67260,6389
6322,1314,1690
6323,424188,5
6324,413434,3581
6325,427923,2595
6326,256618,3580
6327,1655277,4345
6328,267633,2487
6329,68278,6948
6330,335020,6112
6331,259390,26
6332,380392,2
6333,1260955,6849
6334,229549,1898
6335,979627,2464
6336,120956,1889
6337,297,2138
6338,53458,3282
6339,112413,9306
6340,40519,3475
6341,384,8437
6342,47917,5086
6343,86,3505
6344,298908,4331
6345,1048340,3137
6346,1055723,4040
6347,158898,5758
6348,574375,5092
6349,493,2336
6350,29343,2007
6351,183417,3448
6352,449973,4
6353,37923,1872
6354,644220,2897
6355,573,6800
6356,339,4221
6357,489632,5087
6358,152332,2534
6359,40137,3624
6360,29545,4840
6361,47055,2432
6362,65786,5031
6363,134959,8033
6364,568860,9568
6365,108328,2302
6366,28130,2556
6367,645,4677
6368,31899,2652
6369,57664,2471
6370,90736,4032
6371,1571,16
6372,1391653,3704
6373,1509,4116
6374,502333,5078
6375,837,1863
6376,402600,8215
6377,105841,3743
6378,202750,3241
6379,1804624,2935
6380,108981,3224
6381,190308,6
6382,477,2893
6383,1069963,3138
6384,430522,5356
6385,46867,2595
6386,35762,7776
6387,1236220,3229
6388,564369,4297
6389,353,4353
6390,423350,5778
6391,64969,3411
6392,1229621,3552
6393,45242,2483
6394,284035,12
6395,421,4435
6396,246264,1885
6397,1033739,4
6398,246144,2404
6399,38308,3182
6400,190194,5
6401,205941,2620
6402,7,4708
6403,28237,1967
6404,1943,8500
6405,867683,4727
6406,161354,35
6407,244787,1730
6408,90975,10405
6409,2045,5426
6410,57029,3457
6411,152268,4919
6412,565,4159
6413,223392,4394
6414,384602,2330
6415,990712,3011
6416,229205,3204
6417,79681,2530
6418,44753,4272
6419,67332,6324
6420,29557,601
6421,108015,7754
6422,658457,4924
6423,491207,4753
6424,353800,4086
6425,1202768,4090
6426,2177,2010
6427,1073996,3425
6428,172049,2035
6429,70771,1965
